iter	MultiClass
443	0.9536157574
444	0.9532586283
445	0.952697306
446	0.9523398746
447	0.9517395164
448	0.9511329532
449	0.9507230362
450	0.9503387992
451	0.9497634597
452	0.9493597171
453	0.9488893319
454	0.9485483789
455	0.9479050185
456	0.9473109419
457	0.947008
458	0.9466341641
459	0.9462910308
460	0.9458093137
461	0.945319245
462	0.9448035872
463	0.9444300834
464	0.94398876
465	0.9435613124
466	0.9429300078
467	0.9421647535
468	0.9417775582
469	0.941154509
470	0.940679169
471	0.9403920702
472	0.9401336185
473	0.9394748674
474	0.9389640335
475	0.9384815867
476	0.9378681011
477	0.9373830559
478	0.9368950955
479	0.9363747872
480	0.9358437411
481	0.935517929
482	0.9350021612
483	0.9345970935
484	0.9340663613
485	0.9335187059
486	0.9332256917
487	0.9326681443
488	0.9323187506
489	0.9315939162
490	0.9313138324
491	0.9308226377
492	0.9302907796
493	0.9298959916
494	0.9295418459
495	0.928913457
496	0.9284170376
497	0.9280401951
498	0.9276256078
499	0.9271939312
500	0.9266934885
501	0.9261484329
502	0.9256723584
503	0.9255613724
504	0.9252544144
505	0.9248996612
506	0.9245450078
507	0.9239030505
508	0.9235811209
509	0.9230732252
510	0.9225458898
511	0.921918338
512	0.921630377
513	0.9212203209
514	0.9205108394
515	0.9199859776
516	0.9194239387
517	0.919042799
518	0.9184714386
519	0.9182084899
520	0.9176228747
521	0.9172007971
522	0.916721039
523	0.9163451167
524	0.9159216711
525	0.9156549526
526	0.9150903256
527	0.9146250316
528	0.9141921657
529	0.9135443413
530	0.9128924998
531	0.912581751
532	0.9121219436
533	0.9115535628
534	0.9112003339
535	0.9107864751
536	0.9103695026
537	0.9100030927
538	0.9096324521
539	0.90925842
540	0.9088490627
541	0.9080777882
542	0.9077110533
543	0.9072634887
544	0.9068753511
545	0.9063859402
546	0.9061042198
547	0.9058182337
548	0.9054120518
549	0.9048575988
550	0.904352872
551	0.904136613
552	0.9035774226
553	0.9029645414
554	0.9026385065
555	0.902078961
556	0.9016594535
557	0.9010804695
558	0.9006769618
559	0.9003351577
560	0.900005631
561	0.8994724474
562	0.8989341324
563	0.8987511765
564	0.8982597163
565	0.8977312524
566	0.8974408868
567	0.8970427937
568	0.8966579819
569	0.8963472574
570	0.8958977716
571	0.8955356132
572	0.8951381953
573	0.8946478355
574	0.8942115471
575	0.8938602956
576	0.8936462231
577	0.8933012491
578	0.8927853827
579	0.892583642
580	0.8924001411
581	0.8920293048
582	0.8916332609
583	0.8911511753
584	0.8902791483
585	0.88992071
586	0.8895057295
587	0.8893559642
588	0.8888266598
589	0.888445233
590	0.8879414498
591	0.887539628
592	0.8871532661
593	0.8866065142
594	0.8860500277
595	0.8857369264
596	0.8854176759
597	0.8851568711
598	0.8848300916
599	0.8845117351
600	0.8839806332
601	0.8836083593
602	0.8831664199
603	0.8828673817
604	0.8824192415
605	0.881913682
606	0.8814086174
607	0.8810993547
608	0.8807359536
609	0.8803277275
610	0.8799484534
611	0.879574302
612	0.8792291702
613	0.8788346106
614	0.8782660932
615	0.8778994385
616	0.8775900561
617	0.8772168192
618	0.8766788745
619	0.876298065
620	0.8758762681
621	0.8754347413
622	0.8749768821
623	0.8745497926
624	0.874233923
625	0.8739892806
626	0.8735436201
627	0.8733505805
628	0.8730971443
629	0.8724486552
630	0.8720059218
631	0.8717412963
632	0.8715506428
633	0.8711747332
634	0.8706150147
635	0.8700590248
636	0.869778451
637	0.8693531561
638	0.8690323275
639	0.8687243458
640	0.8682976456
641	0.8677150343
642	0.8674344186
643	0.8669852648
644	0.8664514674
645	0.8661550596
646	0.8658888484
647	0.8657007871
648	0.8654847468
649	0.8651087953
650	0.8647194617
651	0.8642526037
652	0.8637211165
653	0.8634503574
654	0.8631063279
655	0.8626668683
656	0.8622676459
657	0.8618679208
658	0.8614207131
659	0.8609645391
660	0.8607097823
661	0.8605163513
662	0.8600994654
663	0.8599382084
664	0.8595175111
665	0.8590840164
666	0.8585617992
667	0.8582422867
668	0.8578971098
669	0.8575599575
670	0.8572312212
671	0.8569965747
672	0.8565396328
673	0.8561752698
674	0.855792966
675	0.8554377478
676	0.8550418712
677	0.8545517295
678	0.8542960832
679	0.853856843
680	0.8536687666
681	0.8533145458
682	0.8530308712
683	0.8527150632
684	0.8522817809
685	0.8519471302
686	0.8516642919
687	0.8511977223
688	0.8508438124
689	0.8503465721
690	0.8499004346
691	0.8494756212
692	0.8492660224
693	0.8489800056
694	0.848602386
695	0.8481618067
696	0.8476729468
697	0.8471848483
698	0.8467382724
699	0.8463199382
700	0.845861503
701	0.8453701576
702	0.8450991066
703	0.844647222
704	0.8443294963
705	0.843933833
706	0.8434329883
707	0.8430250648
708	0.8426762961
709	0.8423847789
710	0.8420288405
711	0.8416737386
712	0.8412809999
713	0.8407688674
714	0.8404447779
715	0.8400375375
716	0.8393649447
717	0.8388891174
718	0.8386651203
719	0.8383232801
720	0.8380612899
721	0.8377489234
722	0.837431341
723	0.8368696958
724	0.8365288089
725	0.8363115367
726	0.8360166501
727	0.8357351708
728	0.8354232345
729	0.8351068293
730	0.8347315218
731	0.8344064844
732	0.8340856908
733	0.8338958586
734	0.8333456747
735	0.8330236253
736	0.8325430307
737	0.8320982898
738	0.8319553764
739	0.8315815452
740	0.8311253365
741	0.8307178122
742	0.8305274728
743	0.8302670292
744	0.8297689923
745	0.8295674097
746	0.8290509672
747	0.828507424
748	0.8282752476
749	0.8280835263
750	0.8275047363
751	0.827261727
752	0.8268714748
753	0.8263985411
754	0.8259396761
755	0.8256680965
756	0.8253559786
757	0.8250329217
758	0.8247892575
759	0.82446111
760	0.8241470343
761	0.8238217519
762	0.8235061836
763	0.8232754196
764	0.8229860934
765	0.822548303
766	0.8222731808
767	0.8217891661
768	0.8214717032
769	0.8211869625
770	0.820899434
771	0.8205925002
772	0.8202274315
773	0.8197522839
774	0.8193190022
775	0.8188998548
776	0.8185428216
777	0.8183875385
778	0.8181778041
779	0.8177396088
780	0.8174911107
781	0.8171602256
782	0.8168097118
783	0.8165557049
784	0.8162896292
785	0.815955443
786	0.8155284815
787	0.8152165066
788	0.8149511788
789	0.8145419819
790	0.8143095115
791	0.8141134578
792	0.8138035012
793	0.8134926425
794	0.8131495516
795	0.8127352824
796	0.8123431256
797	0.8122717721
798	0.811991127
799	0.8116528588
800	0.8114383999
801	0.8109983759
802	0.8104272536
803	0.8098931152
804	0.809508097
805	0.809331273
806	0.80901083
807	0.808705709
808	0.8084385211
809	0.8079249439
810	0.8075917826
811	0.8072875914
812	0.8070005419
813	0.8067524617
814	0.8064378389
815	0.8059978861
816	0.8057946951
817	0.8055245124
818	0.8052769322
819	0.8049521866
820	0.8046043173
821	0.8041900615
822	0.8038365251
823	0.803351695
824	0.8030801303
825	0.8026068596
826	0.8024416647
827	0.8022464834
828	0.801997666
829	0.8018584799
830	0.8015504395
831	0.8013092208
832	0.8009878632
833	0.800751691
834	0.8005944678
835	0.8003657606
836	0.8001534109
837	0.7998686198
838	0.7997105704
839	0.799511341
840	0.7991554616
841	0.7985426141
842	0.7982780575
843	0.7981014041
844	0.7979105855
845	0.7974170376
846	0.7970738653
847	0.7967373028
848	0.7964463799
849	0.7961801388
850	0.7957787382
851	0.7952085806
852	0.7948918184
853	0.7946550151
854	0.7944071251
855	0.7941278016
856	0.7935701563
857	0.7933157259
858	0.7929864855
859	0.7926460408
860	0.7923667635
861	0.7920838937
862	0.7919355353
863	0.7915848265
864	0.7913778783
865	0.7909917426
866	0.7906494819
867	0.7902802853
868	0.7901658589
869	0.7899553515
870	0.7897038806
871	0.789349983
872	0.7888725496
873	0.7887003816
874	0.7884247768
875	0.7879100504
876	0.7876825373
877	0.7872388008
878	0.7868494714
879	0.7866500321
880	0.7862315708
881	0.7860164018
882	0.7857240228
883	0.7854373028
884	0.7851870183
885	0.7846283023
886	0.7842561938
887	0.783995521
888	0.7836626447
889	0.7834204541
890	0.7830427659
891	0.7826361984
892	0.7823775389
893	0.7821409058
894	0.7818518782
895	0.7815974597
896	0.7812049465
897	0.7808163785
898	0.7805330322
899	0.7801314656
900	0.7799774411
901	0.7797010585
902	0.7792045416
903	0.7787351565
904	0.7782771421
905	0.7780089116
906	0.7774682708
907	0.7770626491
908	0.7768417698
909	0.7764409271
910	0.7760069425
911	0.7757235631
912	0.775581339
913	0.7753496661
914	0.7751194487
915	0.7746602343
916	0.774392232
917	0.7742190931
918	0.7739376935
919	0.7736148096
920	0.7733728845
921	0.7729107452
922	0.7726497283
923	0.7724738199
924	0.7722589532
925	0.7719969803
926	0.7718043422
927	0.7716412578
928	0.7713727154
929	0.7711684611
930	0.7707916294
931	0.7705723567
932	0.7703618627
933	0.7699730184
934	0.7695369763
935	0.7692699531
936	0.7689916649
937	0.7685572626
938	0.7682780312
939	0.7679206831
940	0.7676132491
941	0.7672986535
942	0.7669385853
943	0.7666465887
944	0.7662632163
945	0.7660396769
946	0.7657608877
947	0.7654397653
948	0.7650617016
949	0.7647869034
950	0.7646015584
951	0.7643791453
952	0.7641540958
953	0.7638039568
954	0.7634862136
955	0.7632596495
956	0.7630226568
957	0.7627657746
958	0.7624410227
959	0.7621767131
960	0.7619406007
961	0.7615389389
962	0.7611383213
963	0.7609431201
964	0.7604416113
965	0.7600203577
966	0.7597803387
967	0.7593622623
968	0.7589908486
969	0.7586287745
970	0.7583453316
971	0.7580284733
972	0.7576888603
973	0.7573681192
974	0.7572121029
975	0.7569280092
976	0.756642655
977	0.7564970533
978	0.7563084171
979	0.7558482588
980	0.7555602092
981	0.7553457556
982	0.7552128726
983	0.7550627146
984	0.7549414123
985	0.7543902659
986	0.7541701268
987	0.7538627152
988	0.7535400208
989	0.7532937299
990	0.7531195134
991	0.7528720111
992	0.7525611501
993	0.7522067905
994	0.7519648666
995	0.7517267029
996	0.7514158614
997	0.7510151599
998	0.7504925118
999	0.750205774
